##OTU ID	CD.IV.B.24	UC.PO.3M.93	no.IV.3M.123	CD.IV.3M.79	UC.PO.B.28	UC.IV.3M.103	no.PO.B.53	UC.PO.3M.95	CD.IV.B.19	CD.IV.B.43	UC.PO.B.11	CD.PO.3M.64	UC.PO.B.30	UC.IV.3M.104	UC.PO.B.36	no.IV.B.57	CD.IV.B.26	UC.IV.B.40	no.PO.B.45	no.IV.B.60	no.IV.3M.125	no.PO.B.52	no.IV.3M.118	CD.IV.B.22	CD.PO.B.4	no.IV.B.61	UC.PO.3M.94	no.PO.3M.116	no.PO.3M.115	no.PO.3M.113	no.PO.3M.114	CD.PO.B.7	CD.IV.B.20	CD.IV.3M.83	CD.PO.B.12	CD.IV.3M.106	CD.PO.3M.66	CD.IV.3M.85	UC.PO.3M.99	no.IV.3M.126	UC.PO.B.29	no.IV.3M.119	CD.PO.3M.71	UC.IV.3M.105	CD.PO.B.2	no.IV.B.63	CD.PO.3M.75	UC.PO.B.31	CD.PO.3M.76	CD.IV.B.15	no.PO.B.51	no.IV.B.55	CD.IV.B.14	no.IV.3M.124	no.PO.B.49	UC.IV.B.39	CD.PO.3M.72	CD.IV.B.25	CD.IV.B.18	CD.IV.3M.82	CD.PO.B.8	no.IV.3M.120	no.PO.3M.109	CD.IV.B.17	no.PO.3M.108	UC.IV.3M.100	CD.PO.B.5	UC.PO.3M.98	CD.IV.3M.88	CD.IV.3M.80	no.PO.B.48	CD.PO.B.1	UC.IV.B.37	CD.PO.3M.67	no.PO.B.50	UC.IV.B.27	UC.PO.3M.74	UC.IV.3M.107	CD.PO.3M.69	CD.PO.B.9	UC.IV.B.41	no.IV.3M.117	no.PO.3M.112	CD.PO.3M.68	UC.PO.3M.92	UC.IV.3M.102	no.IV.B.62	UC.PO.B.33	CD.IV.3M.89	UC.PO.B.35	UC.IV.B.38	UC.PO.3M.97	no.IV.3M.122	UC.IV.3M.101	UC.IV.B.44	CD.PO.3M.73	CD.IV.3M.77	no.PO.3M.111	no.IV.B.58	no.PO.B.47	CD.IV.3M.86	CD.PO.3M.70	UC.IV.B.42	CD.PO.3M.65	CD.IV.3M.81	CD.IV.B.23	UC.PO.B.34	no.IV.B.56	CD.IV.3M.87	no.IV.B.54	CD.IV.B.16	CD.IV.3M.78	CD.PO.B.6	CD.PO.B.10	no.IV.3M.121	CD.PO.B.13	no.PO.B.46	CD.IV.B.21	CD.IV.3M.84	no.IV.B.59	UC.PO.B.32	CD.PO.B.3	UC.PO.3M.91	UC.PO.3M.96	no.PO.3M.110	UC.IV.3M.90	taxonomy
Zotu2	20758	1278	1	132	3029	2284	4561	25	40087	5782	1939	13098	20	2982	269	3765	3866	13181	421	8	976	36	14	4	31	795	35	1249	4	34	160	56	6911	3107	27	487	52711	1312	109	5	16954	6204	26976	1316	35	5406	451	177	684	50228	110	61	14067	14	63	300	114	4173	12977	28749	5787	8873	4877	29338	506	203	137	6758	2193	13376	650	1815	173	60	130	27	1507	9296	46	1388	7792	521	710	1655	682	20	345	27942	3000	12565	4	7895	1972	30	2308	5431	894	1436	1542	5	5027	29	240	60	2979	1534	7593	19112	4917	230	57	5309	611	2494	1847	1709	5483	11	46	3313	5	33847	9358	4656	30	5499	Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;
Zotu211	0	84	4	46	0	1	1	2	1	48	3	21	212	1	1	43	6	0	6	1	5	15	1	0	8	98	468	1	67	3	17	14	16	6	51	87	0	0	1	31	0	4	3	69	0	7	0	13	3	1	52	0	0	4	17	29	1	1	1	1	52	167	0	0	132	193	5	1	1	15	0	23	94	0	29	0	3	6	264	1	8	63	109	2	9	0	230	0	6	1	0	68	2	21	3	109	8	0	0	8	4	3	0	6	0	9	69	8	254	62	35	4	25	24	1	1	0	99	146	0	0	0	0	0	8	1	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;
Zotu73	0	0	0	0	61	2	6	2	0	1	27	0	2	0	1	0	851	0	4	202	777	4	640	0	1	293	2410	85	1	150	395	800	1	0	2	2	2	0	21	277	0	152	0	1	0	489	0	253	0	0	238	652	0	466	27	1	1	3	1	0	0	0	157	0	1	0	0	936	1	1	37	0	0	0	918	1	549	349	1	0	0	3303	2	0	0	0	1642	0	455	16	1	1	58	1	1897	0	1	88	53	235	0	0	0	0	0	0	0	105	2	2175	0	4	0	0	192	2	124	0	6	77	1	0	33	85	563	239	Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;
Zotu11	33	2138	8890	15366	5450	882	6882	27762	762	292	4218	5007	1473	6938	10421	8364	7433	3075	8067	9142	3104	8000	2782	12980	5018	9987	704	4496	5605	10109	12047	1254	5163	2817	2622	6947	2054	2533	86	5159	4610	4159	58	855	903	12143	4235	9104	10094	225	10221	4071	8268	14243	6043	253	861	1064	4732	773	1848	141	4691	1766	8688	2733	752	3637	2752	1441	6868	8758	3771	35	6126	9	814	3057	2168	31	7748	1582	2249	23932	1162	75	2031	1856	4229	6328	14120	1417	2900	13313	4959	6406	12300	7982	5438	7625	2636	3899	51	15484	2169	2924	3196	7864	12609	922	8435	139	2167	5400	6508	17105	11192	12415	24991	7082	18461	10951	1889	4167	8162	2033	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;
Zotu194	0	0	0	0	0	0	108	0	0	0	374	0	0	0	1	0	0	0	0	0	0	0	664	1	1335	0	0	135	0	39	0	24	0	0	0	0	0	7	3	0	0	0	1	0	0	229	0	0	0	0	1	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	109	0	314	209	192	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	252	0	0	0	0	0	0	3	0	0	0	0	0	0	0	40	0	0	69	0	0	0	0	0	0	0	0	2	0	1	1	112	Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;
Zotu498	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	111	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Dielma;
Zotu232	0	0	0	485	0	0	0	0	0	0	0	0	0	1	0	0	0	0	183	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	47	0	0	0	0	0	0	0	1	0	85	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	42	556	0	0	0	0	1	0	0	153	0	0	507	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	810	2	0	0	0	1	1	0	0	0	0	0	0	0	46	0	Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;;
Zotu516	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Bacteroides pectinophilus group;
Zotu100	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	998	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;
Zotu1015	0	0	0	1	13	0	45	123	0	0	19	1	0	25	2	22	36	5	2	63	2	29	3	0	0	2	0	13	1	1	0	3	18	0	2	0	0	0	0	0	11	8	2	0	0	2	4	158	168	0	25	4	0	1	18	1	0	0	0	0	0	0	36	5	1	0	0	9	0	1	53	0	0	1	1	0	12	9	16	0	0	0	0	1838	3	0	0	2	37	76	39	8	3	23	13	0	0	1	59	70	9	8	0	6	0	2	14	18	1	12	0	0	1	0	10	36	24	153	498	13	149	0	2	19	6	5	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;
Zotu128	6	1	6	2	2	5	0	19	4	2804	0	5379	0	1	25	0	10	2	1	0	3	0	2	0	1	2	0	0	336	2	248	0	0	0	0	16	2	1	69	42	5	12	0	1	0	14	0	4	18	1	1	1	0	11	0	0	2	175	0	0	1	0	0	38	120	95	25	1	6	3	0	375	378	2	2	66	0	8	0	27	0	12	0	64	0	0	0	2	0	0	4	1	2	1	7	3	5	0	1	1	0	2	5	17	6	0	49	1	7	4	2	0	14	0	5	2	0	26	10	1	1	2	2	0	6	4	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus;
Zotu317	0	9	0	29	16	40	0	17	0	0	5	1	4	3	0	5	3	7	23	1	50	0	0	31	0	14	5	0	288	3	0	90	0	0	79	1	0	2	1	36	98	24	0	15	0	83	81	59	20	1	0	0	0	14	0	11	0	0	0	0	2	3	26	7	216	48	2	15	0	1	0	0	7	0	24	0	15	33	5	0	1	5	9	0	10	0	7	0	2	11	45	22	12	296	9	0	0	0	3	18	17	0	0	0	0	11	0	51	0	5	85	0	7	0	9	16	24	0	0	57	4	0	27	7	27	12	Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;DTU089;
Zotu88	0	97	228	179	39	314	23	56	16	4	29	81	94	34	106	40	1	166	28	6	3	24	2	415	252	18	18	33	267	71	40	95	13	3	82	1232	138	584	0	19	13	8	179	30	713	65	308	80	39	3	150	0	2	22	1	14	1	684	170	9	37	15	0	4	151	16	47	4	211	21	12	148	34	2	94	0	7	18	16	0	40	82	41	677	2	0	14	14	0	2	120	58	2	517	20	392	443	0	15	5	7	52	1	2303	146	3	56	2	2197	52	82	2	11	769	16	174	0	514	505	11	8	777	65	17	6	8	Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium;
Zotu368	0	0	0	46	0	0	0	0	0	0	0	0	0	69	0	0	1	0	0	0	222	0	175	0	0	119	0	1	0	10	0	0	0	1	0	0	0	0	0	319	0	11	0	3	0	24	0	0	15	3	0	197	0	91	9	0	0	0	0	0	0	0	34	0	0	0	0	26	0	0	0	0	0	0	16	0	0	1	6	0	0	18	1006	0	0	0	170	0	0	1	0	0	8	7	0	0	0	0	17	15	7	1	0	0	0	0	0	64	0	0	111	0	1	0	226	9	36	1	1	30	0	0	0	0	92	3	Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group;
Zotu452	3	0	0	0	0	5	4	1	0	9	0	0	0	4	3	0	29	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	3	0	2	0	1	15	1	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	17	0	0	0	1	0	0	0	0	0	240	0	0	0	0	3	0	0	0	0	0	0	1	7	2	8	0	3	0	0	0	0	3	0	1	0	0	0	0	0	1	2	32	3	1	0	184	0	1	0	0	1	1	12	0	6	3	0	14	0	1	0	2	0	0	1	0	0	0	0	Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;;
Zotu53	2	0	141	0	398	262	2132	1	343	16	991	0	0	27	1	1	0	0	2	1072	158	409	351	0	0	166	73	378	414	176	1	506	784	1016	4	2	0	2	10	211	116	738	0	15	0	1043	2	619	1696	1	2	499	0	391	591	41	0	0	1	210	1	0	8	200	0	0	0	569	2	75	827	0	4	2	561	1	337	36	154	0	51	0	870	0	177	11	10	603	5	456	1142	21	85	1434	81	6	2	565	914	203	81	996	1	0	0	546	127	90	0	1	0	1	52	0	998	2048	18	0	5	212	0	0	619	363	464	24	Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelotrichaceae UCG-003;
Zotu271	0	0	0	6	7	0	2	2	1	3	0	0	0	32	0	0	0	1	108	4	32	29	7	245	0	13	5	18	10	20	219	9	32	8	411	0	0	48	1	0	20	14	0	24	0	50	57	15	51	0	59	17	0	10	15	0	0	1	0	1	27	0	3	0	0	174	0	4	16	0	0	0	67	0	24	0	14	13	0	0	34	0	69	0	64	0	46	1	0	1	1	0	1	25	28	0	0	51	6	43	4	69	0	0	0	25	0	5	0	0	3	0	0	0	2	25	0	55	87	14	8	0	11	6	11	8	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;;
Zotu118	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	7967	0	2558	0	0	1	0	482	0	1	0	0	2	0	1	0	0	1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	532	269	0	0	0	3	0	0	1	87	0	0	0	0	1217	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	244	0	0	11	1	0	317	0	0	0	0	0	0	0	366	0	1	0	0	1	1	0	0	16	0	1	0	1	0	0	82	0	0	20	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;;
Zotu406	0	0	0	0	0	235	0	1	0	4	0	0	0	1	0	13	0	15	0	0	0	0	0	0	0	8	0	0	0	0	6	0	1	0	0	4	0	6	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	4	35	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	14	0	1	349	0	0	198	34	0	0	0	0	0	6	0	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;
Zotu49	0	0	1	0	0	0	0	0	0	266	0	0	0	10186	0	0	567	25	4	0	0	708	0	0	0	699	0	0	0	1	0	0	0	0	0	5	0	0	1	83	0	0	0	301	1	1765	0	1	0	0	2	0	0	1145	0	2	0	0	1	0	0	0	1682	0	5	0	0	8	2	0	1	0	0	1	1	2	0	0	0	0	12760	0	0	0	0	0	4	0	316	1	0	1	0	0	0	0	0	0	0	0	0	286	21	0	0	0	0	0	2	0	0	0	0	1	0	1	1781	0	1	0	0	0	0	0	2	0	Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemanella;
Zotu769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;
Zotu32	0	0	0	2911	15	0	12	1	5	4	1	0	2	0	0	2202	3076	0	2	1	528	574	1229	2	8139	14	0	3	1	1285	7815	1	4051	7	2	8	0	0	3	0	2	86	11	4	0	0	0	2	115	0	3	451	0	0	2	0	3	2	4	0	0	12002	197	0	0	0	515	3	8	1	0	0	0	10	1095	0	0	31	4851	0	0	862	16	1	0	0	10275	2	2909	1	3	0	2	4	1314	0	96	0	527	21	20	7268	1	1	0	1	0	264	21	13	1	9533	351	1	105	793	3	451	135	2	0	0	0	2	610	27	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;
Zotu882	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;;
Zotu16	0	1367	6423	8964	5697	19	673	20	0	6	1	1	4	7	767	364	1605	0	5	1145	997	6	624	2	1	2947	29	9	15	144	3	1536	6	2	12	17	1	0	32	4186	2121	3	3	129	1	5086	0	7	280	125	4	0	0	5679	0	176	1	4	10	3	2	311	141	0	3	2	1	3616	9	3	1170	1	1	0	4796	1	1	12615	992	0	0	4582	2047	0	1284	25	93	2	1173	739	5	3	47	0	3586	0	6	8	1607	1463	620	3	5	1	0	0	2	2	8	787	4228	90	0	0	9	6	1588	1	5	1	0	1	3067	7	3561	7910	Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;
Zotu45	1	1	21	20	1478	5	43	1046	1	39	17	249	7	51	707	1	1	974	1	31	311	3	23	1	5	296	61	144	52	1	2	1192	45	1736	15	1421	2	12	2	1603	63	5	1126	51	351	101	458	49	3	0	3	141	2	231	0	37	19	0	14	23	244	10	66	273	2	0	5	86	1	943	416	293	4	325	4	2	33	841	1	15	423	3976	1	3977	1	1	24	480	4	620	680	766	542	118	2153	6001	7	204	230	817	639	6	5	814	293	9	454	16	6	702	2	330	2	9721	1817	2	792	133	55	388	369	22	751	10	1248	566	Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Romboutsia;
Zotu147	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	3	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	107	1	0	0	1	1	0	0	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3553	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;
Zotu519	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	27	0	0	1	70	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	218	0	34	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae Sedis;
Zotu177	8	0	717	54	44	0	17	22	1	0	197	0	731	80	0	1	187	0	246	337	78	13	114	559	117	71	0	70	3	96	675	1	110	8	0	2	0	0	0	481	29	34	3	13	3	514	1	3	0	1	147	131	0	45	280	0	0	0	1	0	0	5	28	23	252	1	0	54	1	340	44	3	0	1	533	0	247	35	1112	0	51	6	0	0	573	0	1027	1	50	42	0	0	50	27	343	0	0	169	320	601	93	321	0	1	0	723	1	2	4	22	58	2	23	0	102	2	10	185	16	82	7	1	48	5	197	10	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
Zotu1305	0	0	62	15	2	0	0	5	5	0	4	14	21	1	0	0	4	0	111	28	0	2	1	0	13	0	0	0	7	25	9	1	0	0	0	0	0	6	0	0	2	1	0	0	0	0	5	5	2	0	2	7	0	0	0	0	0	3	7	3	1	0	0	5	0	0	0	0	0	0	0	69	3	0	5	0	1	0	0	0	2	13	2	466	3	0	0	0	1	0	51	2	1	21	0	83	0	0	0	0	1	4	0	3	2	11	13	0	1	12	9	0	0	36	0	1	0	13	15	3	0	1	9	0	2	0	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;
Zotu238	6	1	46	1	3	38	17	2	0	0	17	0	0	1	0	240	85	42	0	42	30	15	12	0	0	1	0	47	0	1	12	0	122	12	0	0	0	0	0	0	2	49	0	5	0	29	0	3	0	0	25	34	146	1	0	3	0	1	62	0	0	9	7	0	0	0	2	0	0	8	20	0	0	0	14	0	7	10	43	0	0	0	0	0	114	3	3	0	66	0	0	0	1	0	4	76	27	133	0	0	240	50	0	0	24	1007	0	10	1	0	7	0	13	0	0	2	2	1	0	0	3	1	0	0	0	3	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;
Zotu5	51	4	15783	179	10552	12746	5533	10618	7	259	18723	0	4070	1604	1294	7270	3123	10594	33	5938	11075	6173	6397	1146	7	1326	3110	5197	7601	97	842	578	3057	728	13444	219	3	114	204	938	4815	11094	2132	5763	8	4643	4606	9581	86	4	1281	8310	2	2621	1796	1234	9	14	3717	28	22825	18991	14188	9790	25	14	35	2985	25	23249	5183	8	33	12	1511	10	14941	5417	891	22	640	1626	4551	3	1993	134	3476	11070	3525	9938	11408	23807	11149	14519	806	12	20	8155	10236	10699	3977	4593	11	5	866	9408	8495	3588	35	9451	9	29	9559	14	1293	2000	7284	9	22	15411	1172	8	8012	11779	10869	3192	Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;
Zotu275	0	2	460	63	0	0	0	719	0	0	0	0	70	0	3	0	0	0	0	4	0	46	42	20	123	0	2	0	22	0	14	0	0	0	0	49	0	0	0	41	2	1	0	0	0	9	35	16	2	9	4	31	0	0	2	0	0	0	13	0	2	0	1	0	0	0	19	0	0	2	0	0	0	0	0	0	1	1	1	0	0	7	0	0	2	0	153	0	0	0	9	65	3	48	3	0	0	0	0	0	9	93	0	0	17	1	42	1	0	131	254	0	1	0	1	0	0	0	0	0	406	0	11	0	3	0	Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Candidatus Stoquefichus;
Zotu290	2	7	31	155	6	0	0	0	0	0	0	1	90	27	0	18	1	0	34	11	0	0	44	2	0	5	11	0	1	166	43	0	3	0	24	0	0	1	0	0	74	31	0	6	0	0	0	53	16	0	21	4	0	29	16	0	0	0	0	0	0	9	0	0	355	0	0	0	0	0	7	5	0	0	234	0	1	16	0	0	0	24	221	0	10	0	1	1	0	0	0	23	0	1	11	0	0	2	14	1	21	0	0	1	0	1	0	10	0	32	166	1	0	0	362	60	0	464	350	17	1	0	0	0	18	10	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Frisingicoccus;
Zotu532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	212	0	0	1	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Eubacterium siraeum group;
Zotu142	0	0	0	0	0	1072	45	1	0	13	203	0	0	40	0	0	166	1271	0	0	115	3	36	0	522	32	112	243	2	24	228	0	0	2	0	0	0	0	6	0	97	19	1	15	0	76	0	10	134	0	149	33	0	40	0	0	0	1	0	0	0	0	21	0	0	0	1	22	2	0	1	0	0	0	98	0	104	34	36	0	152	0	0	0	409	0	123	0	54	6	0	0	28	0	219	1	0	58	36	0	29	146	1	1	0	198	0	13	1	0	0	0	1	0	6	175	6	17	5	69	0	0	0	1	1	20	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;
Zotu348	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	582	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;;
Zotu511	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	22	0	26	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	110	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	19	0	17	0	0	0	2	0	0	0	0	0	12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	15	0	0	0	0	28	0	Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;;
Zotu61	0	0	455	0	342	3	543	1	0	3	654	0	1	806	561	123	4	84	1	1131	182	132	478	0	0	1004	9	467	982	163	1130	381	37	5	3	7	0	0	9	4	1	817	0	28	2	22	3	97	33	0	84	491	88	1707	283	10	0	0	990	3	86	4	577	1	2	1	0	306	5	0	469	2	1	0	601	0	108	33	215	0	2	59	91	1	0	3	18	50	55	539	1	10	252	0	36	0	0	1	296	1446	127	298	2	0	158	34	44	1019	7	1377	0	1	128	0	147	28	2146	0	0	301	0	0	73	506	590	19	Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus;
Zotu117	0	0	27	0	0	12	71	1	0	1	0	0	0	23	472	1	473	0	1	291	367	2	385	1	0	688	0	91	0	5	1	712	0	0	2	0	0	0	3	0	0	75	0	3	0	0	9	1	0	0	0	530	0	693	191	0	0	1	1	0	0	0	197	0	0	0	1	138	1	0	89	0	0	0	10	0	258	318	1	0	0	0	4482	0	0	1	229	0	589	198	0	0	147	0	435	0	0	3	352	537	0	1	0	0	0	0	0	148	1	0	0	0	0	0	878	1	205	0	0	221	0	0	340	0	897	228	Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group;
Zotu98	1	0	3	368	0	0	0	0	0	26	137	0	1	814	0	0	1	2	0	0	1	0	3	1493	364	1096	0	2	768	5	745	0	1	0	3	0	0	1	0	0	0	0	0	42	0	0	43	1	0	17	2	0	0	1315	0	50	0	1	0	0	0	0	0	0	0	1	42	1	0	0	0	0	0	0	0	0	249	0	1	0	590	0	24	0	0	0	5	0	0	0	36	2	0	737	2	0	1	1	0	436	234	0	2	0	0	1	0	0	0	0	460	3	0	0	0	0	0	866	17	0	0	0	0	0	1416	0	Bacteria;Firmicutes;Clostridia;Oscillospirales;Eubacterium coprostanoligenes group;;
